"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"09.11.2020","487,689","531,664","532,630","482,264","","-8,26%"
"08.11.2020","531,615","534,820","534,820","528,076","","-0,63%"
"06.11.2020","534,981","527,338","539,962","524,024","","1,46%"
"05.11.2020","527,284","517,359","529,679","516,299","","1,92%"
"04.11.2020","517,357","519,483","520,069","509,883","","-0,41%"
"03.11.2020","519,466","514,184","524,144","512,134","","1,03%"
"02.11.2020","514,184","505,254","514,479","504,433","","1,77%"
"01.11.2020","505,256","504,838","506,289","504,783","","-0,27%"
"30.10.2020","506,603","499,200","508,569","497,517","","1,48%"
"29.10.2020","499,210","500,013","503,177","496,791","","-0,16%"
"28.10.2020","500,000","502,197","508,726","495,901","","-0,44%"
"27.10.2020","502,206","494,878","502,817","494,878","","1,46%"
"26.10.2020","494,961","486,832","496,454","486,218","","1,66%"
"25.10.2020","486,881","487,345","487,695","484,861","","-0,06%"
"23.10.2020","487,167","486,666","490,215","484,817","","0,09%"
"22.10.2020","486,719","482,544","491,525","479,304","","0,86%"
"21.10.2020","482,559","483,055","485,981","482,108","","-0,11%"
"20.10.2020","483,113","482,077","484,548","480,302","","0,20%"
"19.10.2020","482,159","483,826","486,995","481,759","","-0,34%"
"18.10.2020","483,828","484,736","484,906","483,295","","-0,16%"
"16.10.2020","484,609","486,355","489,088","482,243","","-0,37%"
"15.10.2020","486,401","482,831","487,331","481,328","","0,74%"
"14.10.2020","482,836","482,531","487,233","480,209","","0,07%"
"13.10.2020","482,516","488,319","489,274","480,580","","-1,19%"
"12.10.2020","488,320","487,263","489,964","484,998","","0,22%"
"11.10.2020","487,259","486,831","488,255","486,587","","-0,09%"
"09.10.2020","487,690","484,176","489,573","483,937","","0,72%"
"08.10.2020","484,186","478,113","484,695","477,788","","1,27%"
"07.10.2020","478,106","471,491","479,572","469,694","","1,40%"
"06.10.2020","471,493","477,460","480,544","470,138","","-1,24%"
"05.10.2020","477,414","475,077","478,744","469,964","","0,50%"
"04.10.2020","475,051","474,807","475,327","473,824","","0,05%"
"02.10.2020","474,836","474,151","479,309","470,130","","0,13%"
"01.10.2020","474,216","468,541","476,100","465,753","","1,18%"
"30.09.2020","468,680","476,688","477,080","468,093","","-1,68%"
"29.09.2020","476,680","472,021","478,233","471,047","","0,95%"
"28.09.2020","472,216","459,085","472,570","458,221","","2,83%"
"27.09.2020","459,233","459,040","460,015","458,655","","0,07%"
"25.09.2020","458,897","457,534","460,089","452,173","","0,28%"
"24.09.2020","457,619","459,672","463,575","451,303","","-0,42%"
"23.09.2020","459,553","469,757","470,018","458,913","","-2,17%"
"22.09.2020","469,760","470,679","471,634","466,310","","-0,19%"
"21.09.2020","470,661","473,777","476,070","462,433","","-0,68%"
"20.09.2020","473,875","474,264","474,767","473,362","","-0,11%"
"18.09.2020","474,408","472,888","477,417","472,839","","0,29%"
"17.09.2020","473,022","472,310","473,516","467,074","","0,11%"
"16.09.2020","472,504","470,531","475,932","469,718","","0,41%"
"15.09.2020","470,561","471,297","474,807","469,074","","-0,14%"
"14.09.2020","471,222","467,085","472,634","466,347","","0,89%"
"13.09.2020","467,065","466,547","467,138","465,760","","0,15%"
"11.09.2020","466,383","465,435","469,673","464,013","","0,20%"
"10.09.2020","465,435","468,257","470,829","464,705","","-0,60%"
"09.09.2020","468,261","464,568","470,023","462,588","","0,79%"
"08.09.2020","464,594","463,075","467,193","458,555","","0,33%"
"07.09.2020","463,076","463,067","464,399","461,641","","0,00%"
"06.09.2020","463,077","462,649","463,891","462,649","","-0,01%"
"04.09.2020","463,130","460,985","464,934","459,243","","0,42%"
"03.09.2020","461,176","461,037","465,567","458,290","","-0,01%"
"02.09.2020","461,229","467,272","467,940","459,069","","-1,29%"
"01.09.2020","467,263","465,453","472,370","464,731","","0,37%"
"31.08.2020","465,535","465,163","466,826","461,567","","0,08%"
"30.08.2020","465,169","463,456","465,915","463,456","","0,46%"
"28.08.2020","463,046","456,096","465,433","455,266","","1,52%"
"27.08.2020","456,115","462,799","464,959","451,865","","-1,38%"
"26.08.2020","462,513","459,006","463,018","450,289","","0,75%"
"25.08.2020","459,056","457,891","460,328","455,478","","0,24%"
"24.08.2020","457,935","456,287","464,983","453,056","","0,35%"
"23.08.2020","456,349","454,947","456,995","453,173","","-0,31%"
"21.08.2020","457,779","458,444","460,061","444,011","","-0,13%"
"20.08.2020","458,377","451,408","461,159","450,823","","1,53%"
"19.08.2020","451,467","475,435","475,649","451,149","","-5,04%"
"18.08.2020","475,431","470,942","478,096","468,100","","0,95%"
"17.08.2020","470,944","458,024","472,927","457,367","","2,81%"
"16.08.2020","458,053","461,091","462,420","457,891","","-0,63%"
"14.08.2020","460,936","462,351","464,067","458,659","","-0,31%"
"13.08.2020","462,370","452,869","463,782","452,071","","2,08%"
"12.08.2020","452,968","444,178","458,284","433,725","","1,98%"
"11.08.2020","444,175","478,252","478,252","441,317","","-7,13%"
"10.08.2020","478,257","476,210","481,756","471,612","","0,43%"
"09.08.2020","476,207","473,777","479,668","470,417","","0,16%"
"07.08.2020","475,440","482,024","488,075","468,706","","-1,29%"
"06.08.2020","481,640","461,824","485,694","461,497","","4,26%"
"05.08.2020","461,966","452,605","465,204","446,616","","2,07%"
"04.08.2020","452,583","442,400","452,583","440,190","","2,30%"
"03.08.2020","442,391","445,223","445,701","440,129","","-0,47%"
"02.08.2020","444,492","444,650","445,504","443,456","","0,36%"
"31.07.2020","442,907","438,995","444,920","438,690","","0,89%"
"30.07.2020","439,002","440,815","443,114","435,662","","-0,42%"
"29.07.2020","440,848","436,716","444,276","434,832","","0,95%"
"28.07.2020","436,711","434,977","437,930","422,181","","0,38%"
"27.07.2020","435,039","421,127","435,703","420,962","","3,28%"
"26.07.2020","421,224","418,422","421,442","418,130","","0,66%"
"24.07.2020","418,478","414,911","419,800","413,970","","0,86%"
"23.07.2020","414,894","411,590","417,675","410,167","","0,81%"
"22.07.2020","411,579","404,800","412,573","404,692","","1,68%"
"21.07.2020","404,762","400,766","405,657","400,347","","1,00%"
"20.07.2020","400,768","398,821","401,303","398,170","","0,49%"
"19.07.2020","398,832","398,690","399,224","398,538","","-0,09%"
"17.07.2020","399,204","396,602","400,240","396,012","","0,66%"
"16.07.2020","396,580","399,831","399,866","395,872","","-0,81%"
"15.07.2020","399,822","399,408","400,510","397,884","","0,10%"
"14.07.2020","399,417","397,575","399,953","395,464","","0,46%"
"13.07.2020","397,586","397,300","400,297","397,239","","0,08%"
"12.07.2020","397,287","397,371","397,576","396,853","","0,03%"
"10.07.2020","397,163","398,063","399,641","396,081","","-0,23%"
"09.07.2020","398,070","398,999","400,849","396,374","","-0,23%"
"08.07.2020","399,005","395,742","401,199","395,174","","0,83%"
"07.07.2020","395,738","393,964","396,360","391,572","","0,45%"
"06.07.2020","393,954","391,817","394,323","390,528","","0,54%"
"05.07.2020","391,829","391,436","391,995","391,357","","-0,02%"
"03.07.2020","391,889","391,235","392,954","390,569","","0,17%"
"02.07.2020","391,242","389,332","392,091","387,416","","0,49%"
"01.07.2020","389,329","392,789","394,330","387,725","","-0,89%"
"30.06.2020","392,809","390,429","393,538","389,017","","0,52%"
"29.06.2020","390,765","390,365","391,187","389,189","","0,11%"
"28.06.2020","390,344","391,034","391,310","390,161","","-0,03%"
"26.06.2020","390,459","389,190","390,516","385,251","","0,33%"
"25.06.2020","389,191","388,427","390,058","386,904","","0,20%"
"24.06.2020","388,429","389,424","392,319","386,978","","-0,27%"
"23.06.2020","389,484","386,442","389,890","384,958","","0,80%"
"22.06.2020","386,410","385,273","387,956","383,650","","0,29%"
"21.06.2020","385,287","384,851","385,408","383,900","","0,35%"
"19.06.2020","383,928","379,990","384,423","379,792","","1,03%"
"18.06.2020","379,996","379,893","383,055","378,695","","0,02%"
"17.06.2020","379,912","379,533","381,037","377,259","","0,10%"
"16.06.2020","379,525","378,457","381,167","377,771","","0,29%"
"15.06.2020","378,441","379,864","380,763","374,860","","-0,38%"
"14.06.2020","379,877","379,372","380,085","378,939","","0,17%"
"12.06.2020","379,229","379,720","382,836","378,718","","-0,13%"
"11.06.2020","379,727","378,035","383,254","376,497","","0,43%"
"10.06.2020","378,099","374,336","379,007","373,193","","1,01%"
"09.06.2020","374,303","369,959","376,336","369,149","","1,15%"
"08.06.2020","370,039","365,830","371,292","365,819","","1,16%"
"07.06.2020","365,807","366,231","366,248","364,913","","-0,36%"
"05.06.2020","367,118","371,916","372,847","364,476","","-1,29%"
"04.06.2020","371,898","367,893","374,318","367,470","","1,09%"
"03.06.2020","367,900","372,277","375,394","366,281","","-1,20%"
"02.06.2020","372,360","381,552","381,850","370,809","","-2,41%"
"01.06.2020","381,553","381,185","382,181","378,971","","0,10%"
"31.05.2020","381,189","380,875","381,324","379,643","","0,57%"
"29.05.2020","379,040","377,334","381,604","375,366","","0,45%"
"28.05.2020","377,346","373,035","378,485","372,622","","1,16%"
"27.05.2020","373,018","370,975","373,613","368,592","","0,55%"
"26.05.2020","370,968","378,329","380,255","368,962","","-1,95%"
"25.05.2020","378,337","379,001","379,734","377,294","","-0,17%"
"24.05.2020","378,988","379,957","379,957","378,882","","-0,27%"
"22.05.2020","380,011","376,876","380,949","376,598","","0,83%"
"21.05.2020","376,892","381,246","381,246","375,501","","-1,15%"
"20.05.2020","381,283","380,883","383,019","380,207","","0,10%"
"19.05.2020","380,911","383,582","384,839","377,137","","-0,71%"
"18.05.2020","383,622","389,573","390,925","382,079","","-1,54%"
"17.05.2020","389,615","386,624","390,010","385,901","","0,75%"
"15.05.2020","386,699","385,879","388,793","384,073","","0,20%"
"14.05.2020","385,914","385,229","388,201","383,276","","0,17%"
"13.05.2020","385,245","382,977","385,500","381,821","","0,60%"
"12.05.2020","382,953","385,674","386,603","381,968","","-0,71%"
"11.05.2020","385,692","389,423","390,815","384,969","","-0,96%"
"10.05.2020","389,422","387,981","389,511","387,492","","0,40%"
"08.05.2020","387,869","391,334","396,334","387,869","","-0,87%"
"07.05.2020","391,290","391,159","396,080","385,602","","0,03%"
"06.05.2020","391,174","388,160","392,943","387,319","","0,78%"
"05.05.2020","388,141","386,161","389,609","382,808","","0,51%"
"04.05.2020","386,161","383,684","387,529","382,732","","0,65%"
"03.05.2020","383,668","383,462","383,829","381,796","","-0,02%"
"01.05.2020","383,740","379,412","384,407","375,432","","1,14%"
"30.04.2020","379,430","383,024","386,358","377,912","","-0,96%"
"29.04.2020","383,093","383,056","384,694","379,880","","0,00%"
"28.04.2020","383,076","384,011","385,546","380,533","","-0,25%"
"27.04.2020","384,019","386,498","387,053","383,402","","-0,64%"
"26.04.2020","386,503","386,292","386,649","385,110","","-0,12%"
"24.04.2020","386,980","386,571","389,512","384,613","","0,09%"
"23.04.2020","386,614","384,237","388,118","383,539","","0,63%"
"22.04.2020","384,184","378,583","386,233","376,594","","1,48%"
"21.04.2020","378,573","377,477","380,085","372,427","","0,30%"
"20.04.2020","377,447","372,146","380,421","370,168","","1,44%"
"19.04.2020","372,088","374,196","374,646","371,781","","-0,80%"
"17.04.2020","375,094","381,896","383,161","370,238","","-1,78%"
"16.04.2020","381,891","380,847","387,545","379,447","","0,27%"
"15.04.2020","380,865","378,412","383,097","375,928","","0,65%"
"14.04.2020","378,413","374,217","381,909","372,742","","1,12%"
"13.04.2020","374,234","364,711","376,297","362,966","","2,62%"
"12.04.2020","364,675","364,989","365,972","362,522","","0,90%"
"09.04.2020","361,430","358,775","362,126","357,650","","0,73%"
"08.04.2020","358,812","358,587","361,207","357,415","","0,07%"
"07.04.2020","358,571","362,243","362,730","355,453","","-1,01%"
"06.04.2020","362,220","351,126","364,430","349,754","","3,16%"
"05.04.2020","351,136","348,880","351,254","348,316","","0,28%"
"03.04.2020","350,141","344,140","351,861","343,202","","1,74%"
"02.04.2020","344,143","343,317","345,739","339,357","","0,22%"
"01.04.2020","343,381","335,903","344,277","335,480","","2,22%"
"31.03.2020","335,908","341,588","343,243","333,960","","-1,66%"
"30.03.2020","341,589","338,250","343,722","335,624","","0,98%"
"29.03.2020","338,261","338,317","339,401","337,182","","0,31%"
"27.03.2020","337,217","334,721","338,435","333,718","","0,76%"
"26.03.2020","334,688","332,488","337,911","316,808","","0,67%"
"25.03.2020","332,446","338,323","339,064","328,971","","-1,74%"
"24.03.2020","338,323","329,899","339,573","326,874","","2,56%"
"23.03.2020","329,885","314,872","330,534","313,718","","4,77%"
"22.03.2020","314,856","317,568","317,767","313,224","","-0,22%"
"20.03.2020","315,557","309,755","316,430","309,617","","1,88%"
"19.03.2020","309,735","312,010","313,240","305,876","","-0,71%"
"18.03.2020","311,937","316,482","317,363","307,318","","-1,43%"
"17.03.2020","316,469","311,547","320,442","305,064","","1,58%"
"16.03.2020","311,548","315,167","315,816","299,141","","-1,14%"
"15.03.2020","315,138","315,001","318,539","312,330","","1,19%"
"13.03.2020","311,420","320,273","323,362","306,331","","-2,77%"
"12.03.2020","320,294","328,277","330,220","316,439","","-2,44%"
"11.03.2020","328,295","328,031","332,066","325,937","","0,08%"
"10.03.2020","328,036","329,894","330,865","325,003","","-0,56%"
"09.03.2020","329,898","334,922","339,031","326,064","","-1,49%"
"08.03.2020","334,901","333,383","336,590","331,000","","2,00%"
"06.03.2020","328,329","328,715","331,711","322,067","","-0,12%"
"05.03.2020","328,710","320,047","329,470","319,492","","2,71%"
"04.03.2020","320,046","323,412","324,520","319,340","","-1,07%"
"03.03.2020","323,495","315,842","324,534","315,724","","2,40%"
"02.03.2020","315,910","318,542","323,762","313,842","","-0,84%"
"01.03.2020","318,573","319,847","320,067","316,720","","0,11%"
"28.02.2020","318,226","328,574","329,240","313,669","","-3,14%"
"27.02.2020","328,557","325,552","330,269","325,204","","0,90%"
"26.02.2020","325,620","324,118","327,545","321,819","","0,45%"
"25.02.2020","324,164","325,352","327,801","319,419","","-0,35%"
"24.02.2020","325,291","327,422","334,192","324,788","","-0,65%"
"23.02.2020","327,415","325,587","330,176","325,219","","1,60%"
"21.02.2020","322,265","318,323","324,216","317,736","","1,24%"
"20.02.2020","318,313","315,005","318,782","314,035","","1,04%"
"19.02.2020","315,022","312,162","315,538","311,932","","0,92%"
"18.02.2020","312,161","308,057","312,754","308,045","","1,34%"
"17.02.2020","308,048","308,305","308,419","306,768","","-0,07%"
"16.02.2020","308,277","308,022","308,293","307,794","","-0,07%"
"14.02.2020","308,493","306,398","308,627","305,639","","0,68%"
"13.02.2020","306,409","305,148","307,183","304,977","","0,42%"
"12.02.2020","305,121","303,207","305,644","301,894","","0,62%"
"11.02.2020","303,229","303,611","305,363","302,046","","-0,13%"
"10.02.2020","303,626","303,236","305,344","301,843","","0,12%"
"09.02.2020","303,254","302,750","303,854","302,179","","-0,11%"
"07.02.2020","303,577","301,471","305,952","300,792","","0,70%"
"06.02.2020","301,471","299,332","301,884","298,677","","0,73%"
"05.02.2020","299,297","298,777","300,695","297,794","","0,17%"
"04.02.2020","298,803","303,795","303,926","297,340","","-1,65%"
"03.02.2020","303,807","305,562","305,647","302,245","","-0,57%"
"02.02.2020","305,546","305,674","306,132","305,364","","-0,02%"
"31.01.2020","305,612","302,742","305,937","301,906","","0,95%"
"30.01.2020","302,750","302,251","305,135","302,059","","0,17%"
"29.01.2020","302,245","299,656","302,514","298,677","","0,86%"
"28.01.2020","299,657","302,146","302,687","298,988","","-0,82%"
"27.01.2020","302,134","302,616","303,376","301,105","","-0,15%"
"26.01.2020","302,591","302,123","303,786","302,123","","0,84%"
"24.01.2020","300,083","297,611","301,171","297,005","","0,83%"
"23.01.2020","297,615","297,282","299,567","295,145","","0,11%"
"22.01.2020","297,299","296,991","297,733","295,859","","0,10%"
"21.01.2020","296,996","296,901","298,786","294,857","","0,04%"
"20.01.2020","296,889","295,089","297,044","294,957","","0,61%"
"19.01.2020","295,090","295,436","295,524","294,989","","0,12%"
"17.01.2020","294,737","292,330","295,921","291,822","","0,83%"
"16.01.2020","292,307","294,109","294,437","291,608","","-0,61%"
"15.01.2020","294,102","293,321","294,701","292,524","","0,27%"
"14.01.2020","293,320","291,430","293,404","289,722","","0,65%"
"13.01.2020","291,424","294,717","294,839","291,367","","-1,11%"
"12.01.2020","294,694","294,822","294,942","294,474","","-0,18%"
"10.01.2020","295,234","293,544","295,364","291,984","","0,58%"
"09.01.2020","293,540","296,081","296,855","291,408","","-0,86%"
"08.01.2020","296,072","306,481","309,727","294,777","","-3,40%"
"07.01.2020","306,494","300,176","307,052","298,521","","2,10%"
"06.01.2020","300,177","301,206","303,438","299,500","","-0,35%"
"05.01.2020","301,218","300,737","304,721","300,737","","1,09%"
"03.01.2020","297,960","292,844","298,495","292,844","","1,75%"
"02.01.2020","292,842","290,356","293,185","290,185","","0,86%"
"01.01.2020","290,352","290,727","290,945","290,331","","0,01%"
